video_1_segment_0| Ama audio libros presenta Aristóteles, la gran morad, narración Artur Mas. | Ama audio libros presenta Aristteles, la gran morad, narracin Artur Mas.
video_2_segment_1346| hasta que le place ordenarla de otra manera. Es cierto que estos cambios son siempre peligrosos y que no convienen nunca tocar al gobierno establecer. | hasta que le place ordenarla de otra manera Es cierto que estos cambios son siempre peligrosos y que no convienen nunca tocar al gobierno establecer.
video_2_segment_1347| sinó cuando adviene incompatible con el bien público. Pero esta circunspección es una máxima política y no una | sin cuando adviene incompatible con el bien pblico Pero esta circunspeccin es una mxima poltica y no una.
video_2_segment_1348| la regla de derecho, y el Estado no está más obligado a dejar la autoridad civil a sus jefes de lo que lo está, de entre | la regla de derecho, y el Estado no est ms obligado a dejar la autoridad civil a sus jefes de lo que lo est, de entre.
video_2_segment_1349| la autoridad militar a sus generales. También es cierto que no se sabría en semejante caso observar con rigor las formalidades que se han hecho. | la autoridad militar a sus generales Tambin es cierto que no se sabra en semejante caso observar con rigor las formalidades que se han hecho.
video_2_segment_135| en la mano, más en cuanto entregan las armas y se rinden, dejad de ser enemigos o instrumentos del enemigo y vuelven a ser simplemente hombres. | en la mano, ms en cuanto entregan las armas y se rinden, dejad de ser enemigos o instrumentos del enemigo y vuelven a ser simplemente hombres.
video_2_segment_1350| que se requieren para distinguir un acto regular y legítimo de un tumulto sedicioso y la voluntad de un pueblo de los clamores de una | que se requieren para distinguir un acto regular y legtimo de un tumulto sedicioso y la voluntad de un pueblo de los clamores de una.
video_2_segment_1351| la facción. Es preciso, sobre todo, no dar al caso ocioso, sino lo que no se le puede reusar en todo el rigor del derecho. | la faccin Es preciso, sobre todo, no dar al caso ocioso, sino lo que no se le puede reusar en todo el rigor del derecho.
video_2_segment_1352| hecho, y de esta obligación es también de donde el príncipe saca una gran ventaja para conservar su poder a pesar del pueblo. | hecho, y de esta obligacin es tambin de donde el prncipe saca una gran ventaja para conservar su poder a pesar del pueblo.
video_2_segment_1353| sin que se pueda decir que lo haya usurpado, porque, apareciendo no usar si no sus derechos, le es muy fácil extenderlos, | sin que se pueda decir que lo haya usurpado, porque, apareciendo no usar si no sus derechos, le es muy fcil extenderlos,.
video_2_segment_1354| y impedir bajo el pretexto de la tranquilidad pública las asambleas destinadas a restablecer el orden, de suerte que se prevale de un | y impedir bajo el pretexto de la tranquilidad pblica las asambleas destinadas a restablecer el orden, de suerte que se prevale de un.
video_2_segment_1355| silencio que él impide se rompa o de las irregularidades que hace cometer para suponer en su favor la confesión de aquellos | silencio que l impide se rompa o de las irregularidades que hace cometer para suponer en su favor la confesin de aquellos.
video_2_segment_1356| ¿A quiénes el temor hace callar y para castigar a los que se atreven a hablar? Así es como los de Zenvíros, ¿habéis? | ¿A quines el temor hace callar y para castigar a los que se atreven a hablar? As es como los de Zenvros, ¿habis?.
video_2_segment_1357| siendo sido elegidos al principio por un año, después pro-rohado su cargo por otro, intentaron retener perpetuamente su poder, no permitiendo | siendo sido elegidos al principio por un ao, despus prorohado su cargo por otro, intentaron retener perpetuamente su poder, no permitiendo.
video_2_segment_1358| que los comicios se reuniesen, y este fácil medio es el que han utilizado todos los gobiernos del mundo una vez vestidos de la fuerza. | que los comicios se reuniesen, y este fcil medio es el que han utilizado todos los gobiernos del mundo una vez vestidos de la fuerza.
video_2_segment_1359| la perza pública para usurpar antes o después la autoridad soberana. Las asambleas periódicas de que ha hablado antes, son adecuadas. | la perza pblica para usurpar antes o despus la autoridad soberana Las asambleas peridicas de que ha hablado antes, son adecuadas.
video_2_segment_136| y a no se tiene derecho sobre su vida. A veces se puede matar al estado, sin matar a uno solo de sus miembros. Ahora vi... | y a no se tiene derecho sobre su vida A veces se puede matar al estado, sin matar a uno solo de sus miembros Ahora vi.
video_2_segment_1360| para prevenir o diferir esta desgracia, sobre todo cuando no tienen necesidades con vocatoria formal, porque entonces el príncipe | para prevenir o diferir esta desgracia, sobre todo cuando no tienen necesidades con vocatoria formal, porque entonces el prncipe.
video_2_segment_1361| no podría oponerse sin declararse abiertamente infractor de las leyes y enemigo del Estado. La apertura de estas | no podra oponerse sin declararse abiertamente infractor de las leyes y enemigo del Estado La apertura de estas.
video_2_segment_1362| asambleas que no tienen por objeto sino el mantenimiento del tratado social, debe siempre hacerse por dos proposiciones que no se puedan | asambleas que no tienen por objeto sino el mantenimiento del tratado social, debe siempre hacerse por dos proposiciones que no se puedan.
video_2_segment_1363| nunca suprimig y que sea un objeto del sufragio separadamente. Primera, si place al soberano conservar la presencia | nunca suprimig y que sea un objeto del sufragio separadamente Primera, si place al soberano conservar la presencia.
video_2_segment_1364| de la gente forma de gobierno. Segunda, si place al pueblo dejar la administración a los que actualmente están encargados de ella. | de la gente forma de gobierno Segunda, si place al pueblo dejar la administracin a los que actualmente estn encargados de ella.
video_2_segment_1365| estoy, por supuesto, lo que creo a ver demostrado, a saber que no hay en el estado ninguna ley fundamental que no se pueda revocar. | estoy, por supuesto, lo que creo a ver demostrado, a saber que no hay en el estado ninguna ley fundamental que no se pueda revocar.
video_2_segment_1366| ni el mismo pacto social, porque si todos los ciudadanos se reuniesen para romper ese pacto de como un acuerdo, no se puede durar. | ni el mismo pacto social, porque si todos los ciudadanos se reuniesen para romper ese pacto de como un acuerdo, no se puede durar.
video_2_segment_1367| de que estaría legítimamente roto. Grocio cree incluso que cada cual puede renunciar al Estado de que es miedo. | de que estara legtimamente roto Grocio cree incluso que cada cual puede renunciar al Estado de que es miedo.
video_2_segment_1368| y recobrar su libertad natural y sus bienes saliendo del país. Ahora bien sería absurdo que todos los ciudadanos | y recobrar su libertad natural y sus bienes saliendo del pas Ahora bien sera absurdo que todos los ciudadanos.
video_2_segment_1369| tanos, reunidos, no pudiesen hacer lo que es factible a cada uno de ellos separadamente. | tanos, reunidos, no pudiesen hacer lo que es factible a cada uno de ellos separadamente.
video_2_segment_137| bien, la guerra no da ningún derecho que no sea necesario a su fin. Estos principios no son los de grosio, no se fundan. | bien, la guerra no da ningn derecho que no sea necesario a su fin Estos principios no son los de grosio, no se fundan.
video_2_segment_1370| Libro IV. Capítulo 1. La voluntad general es indestructible. En tanto que muchos hombres reunidos se | Libro IV Captulo uno La voluntad general es indestructible En tanto que muchos hombres reunidos se.
video_2_segment_1371| que consideran como un solo cuerpo, no tienen más que una voluntad, que se refiere a la común conservación y a alguien estar general. Entonces, todo | que consideran como un solo cuerpo, no tienen ms que una voluntad, que se refiere a la comn conservacin y a alguien estar general Entonces, todo.
video_2_segment_1372| los resortes del estado son vigorosos y sencillos. Sus máximas, claras y luminosas no tienen intereses en sembros. | los resortes del estado son vigorosos y sencillos Sus mximas, claras y luminosas no tienen intereses en sembros.
video_2_segment_1373| proviados, contradictorios. El bien común se muestra por todas partes con evidencia y no exige si no buen sentido para ser perdido. | proviados, contradictorios El bien comn se muestra por todas partes con evidencia y no exige si no buen sentido para ser perdido.
video_2_segment_1374| recibido. La paz, la unión, la igualdad son enemigas de las utilistas políticas, los hombres rectos | recibido La paz, la unin, la igualdad son enemigas de las utilistas polticas, los hombres rectos.
video_2_segment_1375| los isencillos son difíciles de engañar a causa de su sencillet. Los ardides, los pretextos refinados no les imponen nada. | los isencillos son difciles de engaar a causa de su sencillet Los ardides, los pretextos refinados no les imponen nada.
video_2_segment_1376| no son ni siquiera bastante finos para ser engañados. Cuando se veen los pueblos más felices del mundo, ejércitos de campesinos que | no son ni siquiera bastante finos para ser engaados Cuando se veen los pueblos ms felices del mundo, ejrcitos de campesinos que.
video_2_segment_1377| resuelven los asuntos del estado bajo una encina y que se conducen siempre con acierto puede uno evitar el despreciar. | resuelven los asuntos del estado bajo una encina y que se conducen siempre con acierto puede uno evitar el despreciar.
video_2_segment_1378| los refinamientos de las demás naciones que se hacen ilustres y miserables con tanto arte y misterio, un estado gobernado | los refinamientos de las dems naciones que se hacen ilustres y miserables con tanto arte y misterio, un estado gobernado.
video_2_segment_1379| de este modo, necesita muy pocas leyes, y a medida que se hace preciso promulgar algunas, esta necesidad se siente universalmente. | de este modo, necesita muy pocas leyes, y a medida que se hace preciso promulgar algunas, esta necesidad se siente universalmente.
